CUENTA,SEXO,CAMPUS,NIVEL,INDICE GENERAL,INDICE GRADUACION,CLASES APROBADAS,CLASES PLAN,CLASES MATRICULADAS,CLASES RET SD,NOMBRE MATERIA,ESTADO,FACULTAD/AREA,NombreCarrera
61911174  ,MASCULINO,CEUTEC-SPS,PREGRADO,0.00,0.00,0.00,58.00,2,2,INTRODUCCIÓN AL ÁLGEBRA       ,RET,FIA,Ing. Logística
61641020  ,MASCULINO,CEUTEC-SPS,PREGRADO,71.00,85.00,1.00,60.00,2,2,INTRODUCCIÓN AL ÁLGEBRA       ,RET,FCAS,Diseño Gráf.
61641020  ,MASCULINO,CEUTEC-SPS,PREGRADO,71.00,85.00,1.00,60.00,2,2,HISTORIA DE HONDURAS          ,RET,FCAS,Diseño Gráf.
61821024  ,FEMENINO,CEUTEC-SPS,PREGRADO,78.00,78.00,1.00,60.00,2,2,HISTORIA DE HONDURAS          ,RET,FCAS,Diseño Gráf.
61821024  ,FEMENINO,CEUTEC-SPS,PREGRADO,78.00,78.00,1.00,60.00,2,2,SOCIOLOGÍA                    ,RET,FCAS,Diseño Gráf.
61821093  ,MASCULINO,CEUTEC-SPS,PREGRADO,68.55,81.00,3.00,60.00,2,2,HISTORIA DE HONDURAS          ,RET,FCAS,Diseño Gráf.
61821093  ,MASCULINO,CEUTEC-SPS,PREGRADO,68.55,81.00,3.00,60.00,2,2,SOCIOLOGÍA                    ,RET,FCAS,Diseño Gráf.
61551398  ,MASCULINO,CEUTEC-SPS,PREGRADO,77.47,77.00,4.00,60.00,2,2,MICROECONOMÍA                 ,RET,FCAS,Contaduría
61551398  ,MASCULINO,CEUTEC-SPS,PREGRADO,77.47,77.00,4.00,60.00,2,2,ESPAÑOL                       ,RET,FCAS,Contaduría
61611675  ,FEMENINO,CEUTEC-SPS,PREGRADO,46.37,75.00,7.00,60.00,2,2,ADMINISTRACIÓN II             ,RET,FCAS,Contaduría
61611675  ,FEMENINO,CEUTEC-SPS,PREGRADO,46.37,75.00,7.00,60.00,2,2,SERVICIO AL CLIENTE           ,RET,FCAS,Contaduría
61611758  ,FEMENINO,CEUTEC-SPS,PREGRADO,79.25,80.00,40.00,60.00,2,2,ADMINISTRACIÓN II             ,RET,FCAS,Contaduría
61611758  ,FEMENINO,CEUTEC-SPS,PREGRADO,79.25,80.00,40.00,60.00,2,2,GESTIÓN DE LA CALIDAD         ,RET,FCAS,Contaduría
61711069  ,MASCULINO,CEUTEC-SPS,PREGRADO,72.33,72.00,9.00,60.00,1,1,CÁLCULO PARA CC. SOCIALES     ,RET,FCAS,Contaduría
61911131  ,FEMENINO,CEUTEC-SPS,PREGRADO,0.00,0.00,0.00,60.00,2,2,FILOSOFÍA                     ,RET,FCAS,Contaduría
61911131  ,FEMENINO,CEUTEC-SPS,PREGRADO,0.00,0.00,0.00,60.00,2,2,INTRODUCCIÓN AL ÁLGEBRA       ,RET,FCAS,Contaduría
61911617  ,FEMENINO,CEUTEC-SPS,PREGRADO,0.00,0.00,0.00,60.00,3,3,ADMINISTRACIÓN I              ,RET,FCAS,Contaduría
61911617  ,FEMENINO,CEUTEC-SPS,PREGRADO,0.00,0.00,0.00,60.00,3,3,OFIMÁTICA I                   ,RET,FCAS,Contaduría
61911617  ,FEMENINO,CEUTEC-SPS,PREGRADO,0.00,0.00,0.00,60.00,3,3,INTRODUCCIÓN AL ÁLGEBRA       ,RET,FCAS,Contaduría
61911623  ,MASCULINO,CEUTEC-SPS,PREGRADO,0.00,0.00,0.00,60.00,1,1,ESPAÑOL                       ,RET,FCAS,Contaduría
615111380 ,FEMENINO,CEUTEC-SPS,PREGRADO,100.00,100.00,2.00,57.00,1,1,ÉTICA PROFESIONAL             ,RET,FCAS,Admon. Empresas
616111545 ,FEMENINO,CEUTEC-SPS,PREGRADO,0.00,0.00,0.00,57.00,2,2,ADMINISTRACIÓN I              ,RET,FCAS,Admon. Empresas
616111545 ,FEMENINO,CEUTEC-SPS,PREGRADO,0.00,0.00,0.00,57.00,2,2,HISTORIA DE HONDURAS          ,RET,FCAS,Admon. Empresas
61611526  ,FEMENINO,CEUTEC-SPS,PREGRADO,78.47,79.00,43.00,57.00,3,3,ASESORIA Y CONSUL EMP         ,RET,FCAS,Admon. Empresas
61611526  ,FEMENINO,CEUTEC-SPS,PREGRADO,78.47,79.00,43.00,57.00,3,3,ADMON. OPERACIONES II         ,RET,FCAS,Admon. Empresas
61611526  ,FEMENINO,CEUTEC-SPS,PREGRADO,78.47,79.00,43.00,57.00,3,3,SERVICIO AL CLIENTE           ,RET,FCAS,Admon. Empresas
61711548  ,FEMENINO,CEUTEC-SPS,PREGRADO,69.10,74.00,13.00,57.00,3,3,ANÁLISIS CONTABLE II          ,RET,FCAS,Admon. Empresas
61711548  ,FEMENINO,CEUTEC-SPS,PREGRADO,69.10,74.00,13.00,57.00,3,3,ÉTICA PROFESIONAL             ,RET,FCAS,Admon. Empresas
61711548  ,FEMENINO,CEUTEC-SPS,PREGRADO,69.10,74.00,13.00,57.00,3,3,BIOLOGÍA                      ,RET,FCAS,Admon. Empresas
61911338  ,FEMENINO,CEUTEC-SPS,PREGRADO,0.00,0.00,0.00,57.00,2,2,ADMINISTRACIÓN I              ,RET,FCAS,Admon. Empresas
61911338  ,FEMENINO,CEUTEC-SPS,PREGRADO,0.00,0.00,0.00,57.00,2,2,INTRODUCCIÓN AL ÁLGEBRA       ,RET,FCAS,Admon. Empresas
61911386  ,MASCULINO,CEUTEC-SPS,PREGRADO,0.00,0.00,0.00,57.00,2,2,ADMINISTRACIÓN I              ,RET,FCAS,Admon. Empresas
61911386  ,MASCULINO,CEUTEC-SPS,PREGRADO,0.00,0.00,0.00,57.00,2,2,INTRODUCCIÓN AL ÁLGEBRA       ,RET,FCAS,Admon. Empresas
61621160  ,MASCULINO,CEUTEC-SPS,PREGRADO,73.55,77.00,18.00,55.00,4,4,INGLÉS I                      ,RET,FCAS,Mercadotecnia
61621160  ,MASCULINO,CEUTEC-SPS,PREGRADO,73.55,77.00,18.00,55.00,4,4,COMPORT. DEL CONSUMIDOR       ,RET,FCAS,Mercadotecnia
61621160  ,MASCULINO,CEUTEC-SPS,PREGRADO,73.55,77.00,18.00,55.00,4,4,ÉTICA Y CIUDADANIA            ,RET,FCAS,Mercadotecnia
61621160  ,MASCULINO,CEUTEC-SPS,PREGRADO,73.55,77.00,18.00,55.00,4,4,METODOLOGÍA DE INVESTIGACIÓN  ,RET,FCAS,Mercadotecnia
618111352 ,FEMENINO,CEUTEC-SPS,PREGRADO,72.29,78.00,12.00,55.00,3,3,ANÁLISIS CONTABLE I           ,RET,FCAS,Mercadotecnia
618111352 ,FEMENINO,CEUTEC-SPS,PREGRADO,72.29,78.00,12.00,55.00,3,3,MERCADOTECNIA I               ,RET,FCAS,Mercadotecnia
618111352 ,FEMENINO,CEUTEC-SPS,PREGRADO,72.29,78.00,12.00,55.00,3,3,GER.RECURSOS HUMANOS I        ,RET,FCAS,Mercadotecnia
61911591  ,MASCULINO,CEUTEC-SPS,PREGRADO,0.00,0.00,0.00,55.00,2,2,COMUNICACION ORAL Y ESCRITA   ,RET,FCAS,Mercadotecnia
61911591  ,MASCULINO,CEUTEC-SPS,PREGRADO,0.00,0.00,0.00,55.00,2,2,INTRODUCCION A MERCADOTECNIA  ,RET,FCAS,Mercadotecnia
615111092 ,FEMENINO,CEUTEC-SPS,PREGRADO,57.25,73.00,18.00,62.00,3,3,OFIMÁTICA II                  ,RET,FCAS,Psicología
615111092 ,FEMENINO,CEUTEC-SPS,PREGRADO,57.25,73.00,18.00,62.00,3,3,INTRODUCCION AL ALGEBRA       ,RET,FCAS,Psicología
615111092 ,FEMENINO,CEUTEC-SPS,PREGRADO,57.25,73.00,18.00,62.00,3,3,PSICOLOGIA ORGANIZACIONAL     ,RET,FCAS,Psicología
61521599  ,FEMENINO,CEUTEC-SPS,PREGRADO,45.71,74.00,12.00,62.00,2,2,OFIMÁTICA II                  ,RET,FCAS,Psicología
61521599  ,FEMENINO,CEUTEC-SPS,PREGRADO,45.71,74.00,12.00,62.00,2,2,INTRODUCCION AL ALGEBRA       ,RET,FCAS,Psicología
61911237  ,FEMENINO,CEUTEC-SPS,PREGRADO,0.00,0.00,0.00,62.00,2,2,ESPAÑOL                       ,RET,FCAS,Psicología
61911237  ,FEMENINO,CEUTEC-SPS,PREGRADO,0.00,0.00,0.00,62.00,2,2,BIOLOGÍA                      ,RET,FCAS,Psicología
61321092  ,FEMENINO,CEUTEC-SPS,PREGRADO,71.33,76.00,33.00,62.00,3,3,PSICOMETRÍA IV                ,RET,FCAS,Psicología
61321092  ,FEMENINO,CEUTEC-SPS,PREGRADO,71.33,76.00,33.00,62.00,3,3,PSICOLOGIA ORGANIZACIONAL     ,RET,FCAS,Psicología
61321092  ,FEMENINO,CEUTEC-SPS,PREGRADO,71.33,76.00,33.00,62.00,3,3,PSICODIAGNÓSTICO I            ,RET,FCAS,Psicología
61451380  ,FEMENINO,CEUTEC-SPS,PREGRADO,0.25,0.00,0.00,62.00,5,5,HISTORIA DE HONDURAS          ,RET,FCAS,Psicología
61451380  ,FEMENINO,CEUTEC-SPS,PREGRADO,0.25,0.00,0.00,62.00,5,5,INTRODUCCION AL ALGEBRA       ,RET,FCAS,Psicología
61451380  ,FEMENINO,CEUTEC-SPS,PREGRADO,0.25,0.00,0.00,62.00,5,5,ADMINISTRACIÓN I              ,RET,FCAS,Psicología
61451380  ,FEMENINO,CEUTEC-SPS,PREGRADO,0.25,0.00,0.00,62.00,5,5,ESPAÑOL                       ,RET,FCAS,Psicología
61451380  ,FEMENINO,CEUTEC-SPS,PREGRADO,0.25,0.00,0.00,62.00,5,5,FILOSOFÍA                     ,RET,FCAS,Psicología
61911178  ,FEMENINO,CEUTEC-SPS,PREGRADO,0.00,0.00,0.00,62.00,4,4,BIOLOGÍA                      ,RET,FCAS,Psicología
61911178  ,FEMENINO,CEUTEC-SPS,PREGRADO,0.00,0.00,0.00,62.00,4,4,OFIMÁTICA I                   ,RET,FCAS,Psicología
61911178  ,FEMENINO,CEUTEC-SPS,PREGRADO,0.00,0.00,0.00,62.00,4,4,INTRODUCCION AL ALGEBRA       ,RET,FCAS,Psicología
61911178  ,FEMENINO,CEUTEC-SPS,PREGRADO,0.00,0.00,0.00,62.00,4,4,INTRODUCCIÓN A LA PSICOLOGÍA  ,RET,FCAS,Psicología
61911179  ,FEMENINO,CEUTEC-SPS,PREGRADO,0.00,0.00,0.00,62.00,4,4,BIOLOGÍA                      ,RET,FCAS,Psicología
61911179  ,FEMENINO,CEUTEC-SPS,PREGRADO,0.00,0.00,0.00,62.00,4,4,OFIMÁTICA I                   ,RET,FCAS,Psicología
61911179  ,FEMENINO,CEUTEC-SPS,PREGRADO,0.00,0.00,0.00,62.00,4,4,INTRODUCCION AL ALGEBRA       ,RET,FCAS,Psicología
61911179  ,FEMENINO,CEUTEC-SPS,PREGRADO,0.00,0.00,0.00,62.00,4,4,INTRODUCCIÓN A LA PSICOLOGÍA  ,RET,FCAS,Psicología
61911343  ,FEMENINO,CEUTEC-SPS,PREGRADO,0.00,0.00,0.00,32.00,2,2,ESPAÑOL                       ,RET,FCAS,Técnico Mkt
61911343  ,FEMENINO,CEUTEC-SPS,PREGRADO,0.00,0.00,0.00,32.00,2,2,HISTORIA DE HONDURAS          ,RET,FCAS,Técnico Mkt
T61741111 ,FEMENINO,CEUTEC-SPS,TECVOC,57.24,69.74,15.00,28.00,2,2,INGLÉS IV                     ,SD,Técnico Universitario,TecVoc Call Center
T61741111 ,FEMENINO,CEUTEC-SPS,TECVOC,57.24,69.74,15.00,28.00,2,2,EMPRENDIMIENTO GESTIÓN CARRERA,SD,Técnico Universitario,TecVoc Call Center
T61911041 ,MASCULINO,CEUTEC-SPS,TECVOC,0.00,0.00,0.00,28.00,4,4,INTRO A LA TEC CALL CENTER    ,RET,Técnico Universitario,TecVoc Call Center
T61911041 ,MASCULINO,CEUTEC-SPS,TECVOC,0.00,0.00,0.00,28.00,4,4,INGLÉS I                      ,RET,Técnico Universitario,TecVoc Call Center
T61911041 ,MASCULINO,CEUTEC-SPS,TECVOC,0.00,0.00,0.00,28.00,4,4,COMUNICACIÓN ORAL Y ESCRITA   ,RET,Técnico Universitario,TecVoc Call Center
T61911041 ,MASCULINO,CEUTEC-SPS,TECVOC,0.00,0.00,0.00,28.00,4,4,MATEMÁTICA BÁSICA             ,RET,Técnico Universitario,TecVoc Call Center
T61911065 ,FEMENINO,CEUTEC-SPS,TECVOC,0.00,0.00,0.00,28.00,4,4,INTRO A LA TEC CALL CENTER    ,RET,Técnico Universitario,TecVoc Call Center
T61911065 ,FEMENINO,CEUTEC-SPS,TECVOC,0.00,0.00,0.00,28.00,4,4,INGLÉS I                      ,RET,Técnico Universitario,TecVoc Call Center
T61911065 ,FEMENINO,CEUTEC-SPS,TECVOC,0.00,0.00,0.00,28.00,4,4,COMUNICACIÓN ORAL Y ESCRITA   ,RET,Técnico Universitario,TecVoc Call Center
T61911065 ,FEMENINO,CEUTEC-SPS,TECVOC,0.00,0.00,0.00,28.00,4,4,MATEMÁTICA BÁSICA             ,RET,Técnico Universitario,TecVoc Call Center
T61841066 ,MASCULINO,CEUTEC-SPS,TECVOC,67.33,67.33,2.00,27.00,2,2,COMUNICACIÓN ORAL Y ESCRITA   ,SD,Técnico Universitario,TecVoc Redes (Especial)
T61841066 ,MASCULINO,CEUTEC-SPS,TECVOC,67.33,67.33,2.00,27.00,2,2,INTRODUCCIÓN AL ÁLGEBRA       ,SD,Técnico Universitario,TecVoc Redes (Especial)
T61911025 ,MASCULINO,CEUTEC-SPS,TECVOC,0.00,0.00,0.00,28.00,3,3,INTRO A LA TEC CALL CENTER    ,SD,Técnico Universitario,TecVoc Call Center Flexible
T61911025 ,MASCULINO,CEUTEC-SPS,TECVOC,0.00,0.00,0.00,28.00,3,3,INGLÉS I                      ,SD,Técnico Universitario,TecVoc Call Center Flexible
T61911025 ,MASCULINO,CEUTEC-SPS,TECVOC,0.00,0.00,0.00,28.00,3,3,COMUNICACIÓN ORAL Y ESCRITA   ,SD,Técnico Universitario,TecVoc Call Center Flexible
41741051  ,MASCULINO,CEUTEC-LCE,PREGRADO,70.60,74.00,22.00,56.00,1,1,CÁLCULO II                    ,RET,FIA,Ing. Informa.
41811123  ,FEMENINO,CEUTEC-LCE,PREGRADO,45.66,69.00,4.00,56.00,4,4,ECOLOGIA                      ,RET,FIA,Ing. Informa.
41811123  ,FEMENINO,CEUTEC-LCE,PREGRADO,45.66,69.00,4.00,56.00,4,4,FUTBOL                        ,RET,FIA,Ing. Informa.
41811123  ,FEMENINO,CEUTEC-LCE,PREGRADO,45.66,69.00,4.00,56.00,4,4,ALGEBRA                       ,RET,FIA,Ing. Informa.
41811123  ,FEMENINO,CEUTEC-LCE,PREGRADO,45.66,69.00,4.00,56.00,4,4,SOCIOLOGIA                    ,RET,FIA,Ing. Informa.
41911057  ,FEMENINO,CEUTEC-LCE,PREGRADO,0.00,0.00,0.00,58.00,3,3,COMUNICACIÓN ORAL Y ESCRITA   ,RET,FCAS,Turismo
41911057  ,FEMENINO,CEUTEC-LCE,PREGRADO,0.00,0.00,0.00,58.00,3,3,HISTORIA DE HONDURAS          ,RET,FCAS,Turismo
41911057  ,FEMENINO,CEUTEC-LCE,PREGRADO,0.00,0.00,0.00,58.00,3,3,OFIMÁTICA AVANZADA            ,RET,FCAS,Turismo
41851021  ,FEMENINO,CEUTEC-LCE,PREGRADO,90.43,90.00,2.00,60.00,2,2,INGLES I                      ,RET,FCAS,Diseño Gráf.
41851021  ,FEMENINO,CEUTEC-LCE,PREGRADO,90.43,90.00,2.00,60.00,2,2,OFIMATICA I                   ,RET,FCAS,Diseño Gráf.
41441031  ,FEMENINO,CEUTEC-LCE,PREGRADO,74.45,84.00,6.00,57.00,2,2,ALGEBRA                       ,RET,FCAS,Admon. Empresas
41441031  ,FEMENINO,CEUTEC-LCE,PREGRADO,74.45,84.00,6.00,57.00,2,2,INGLES I                      ,RET,FCAS,Admon. Empresas
41821097  ,MASCULINO,CEUTEC-LCE,PREGRADO,89.41,89.00,7.00,57.00,2,2,INGLES I                      ,RET,FCAS,Admon. Empresas
41821097  ,MASCULINO,CEUTEC-LCE,PREGRADO,89.41,89.00,7.00,57.00,2,2,ALGEBRA                       ,RET,FCAS,Admon. Empresas
41911003  ,FEMENINO,CEUTEC-LCE,PREGRADO,0.00,0.00,0.00,57.00,2,2,ADMINISTRACION I              ,RET,FCAS,Admon. Empresas
41911003  ,FEMENINO,CEUTEC-LCE,PREGRADO,0.00,0.00,0.00,57.00,2,2,ESPAÑOL                       ,RET,FCAS,Admon. Empresas
41911104  ,MASCULINO,CEUTEC-LCE,PREGRADO,0.00,0.00,0.00,57.00,1,1,INTRODUCCION AL ALGEBRA       ,RET,FCAS,Admon. Empresas
41911214  ,MASCULINO,CEUTEC-LCE,PREGRADO,0.00,0.00,0.00,57.00,3,3,ESPAÑOL                       ,RET,FCAS,Admon. Empresas
41911214  ,MASCULINO,CEUTEC-LCE,PREGRADO,0.00,0.00,0.00,57.00,3,3,OFIMATICA I                   ,RET,FCAS,Admon. Empresas
41911214  ,MASCULINO,CEUTEC-LCE,PREGRADO,0.00,0.00,0.00,57.00,3,3,INTRODUCCION AL ALGEBRA       ,RET,FCAS,Admon. Empresas
51811116  ,FEMENINO,CEUTEC-LCE,PREGRADO,62.24,69.00,10.00,57.00,3,3,OFIMATICA II                  ,RET,FCAS,Admon. Empresas
51811116  ,FEMENINO,CEUTEC-LCE,PREGRADO,62.24,69.00,10.00,57.00,3,3,INTRODUCCION AL ALGEBRA       ,RET,FCAS,Admon. Empresas
51811116  ,FEMENINO,CEUTEC-LCE,PREGRADO,62.24,69.00,10.00,57.00,3,3,GESTION DEL TALENTO HUMANO II ,RET,FCAS,Admon. Empresas
41321034  ,FEMENINO,CEUTEC-LCE,PREGRADO,73.92,75.00,31.00,59.00,3,3,INGLES VI                     ,RET,FCAS,RRHH
41321034  ,FEMENINO,CEUTEC-LCE,PREGRADO,73.92,75.00,31.00,59.00,3,3,ESTADISTICA I                 ,RET,FCAS,RRHH
41321034  ,FEMENINO,CEUTEC-LCE,PREGRADO,73.92,75.00,31.00,59.00,3,3,NEGOCIACIÓN                   ,RET,FCAS,RRHH
41911014  ,FEMENINO,CEUTEC-LCE,PREGRADO,0.00,0.00,0.00,55.00,2,2,HISTORIA DE HONDURAS          ,RET,FCAS,Mercadotecnia
41911014  ,FEMENINO,CEUTEC-LCE,PREGRADO,0.00,0.00,0.00,55.00,2,2,INTRODUCCION A MERCADOTECNIA  ,RET,FCAS,Mercadotecnia
41811209  ,FEMENINO,CEUTEC-LCE,PREGRADO,65.48,73.00,4.00,63.00,2,2,SOCIOLOGIA                    ,RET,FCAS,Mercadotecnia
41811209  ,FEMENINO,CEUTEC-LCE,PREGRADO,65.48,73.00,4.00,63.00,2,2,ETICA PROFESIONAL             ,RET,FCAS,Mercadotecnia
41611123  ,FEMENINO,CEUTEC-LCE,PREGRADO,61.38,69.00,9.00,66.00,4,4,ADMINISTRACION I              ,RET,FCAS,Derecho
41611123  ,FEMENINO,CEUTEC-LCE,PREGRADO,61.38,69.00,9.00,66.00,4,4,DERECHO CONSTITUCIONAL        ,RET,FCAS,Derecho
41611123  ,FEMENINO,CEUTEC-LCE,PREGRADO,61.38,69.00,9.00,66.00,4,4,DERECHO DE SUCESIONES         ,RET,FCAS,Derecho
41611123  ,FEMENINO,CEUTEC-LCE,PREGRADO,61.38,69.00,9.00,66.00,4,4,SOCIOLOGIA                    ,RET,FCAS,Derecho
41911095  ,MASCULINO,CEUTEC-LCE,PREGRADO,0.00,0.00,0.00,66.00,2,2,INTRO. AL ESTUDIO DEL DERECHO ,RET,FCAS,Derecho
41911095  ,MASCULINO,CEUTEC-LCE,PREGRADO,0.00,0.00,0.00,66.00,2,2,FILOSOFIA                     ,RET,FCAS,Derecho
41911256  ,FEMENINO,CEUTEC-LCE,PREGRADO,0.00,0.00,0.00,66.00,4,4,ECOLOGIA                      ,RET,FCAS,Derecho
41911256  ,FEMENINO,CEUTEC-LCE,PREGRADO,0.00,0.00,0.00,66.00,4,4,INTRO. AL ESTUDIO DEL DERECHO ,RET,FCAS,Derecho
41911256  ,FEMENINO,CEUTEC-LCE,PREGRADO,0.00,0.00,0.00,66.00,4,4,DERECHO ROMANO                ,RET,FCAS,Derecho
41911256  ,FEMENINO,CEUTEC-LCE,PREGRADO,0.00,0.00,0.00,66.00,4,4,SOCIOLOGIA                    ,RET,FCAS,Derecho
41851020  ,FEMENINO,CEUTEC-LCE,PREGRADO,58.89,60.00,2.00,62.00,2,2,INTRODUCCION AL ALGEBRA       ,RET,FCAS,Psicología
41851020  ,FEMENINO,CEUTEC-LCE,PREGRADO,58.89,60.00,2.00,62.00,2,2,INTRODUCCIÓN A LA PSICOLOGÍA  ,RET,FCAS,Psicología
41311334  ,FEMENINO,CEUTEC-LCE,PREGRADO,59.55,77.00,7.00,62.00,2,2,ESPAÑOL                       ,RET,FCAS,Psicología
41311334  ,FEMENINO,CEUTEC-LCE,PREGRADO,59.55,77.00,7.00,62.00,2,2,OFIMATICA I                   ,RET,FCAS,Psicología
41911058  ,FEMENINO,CEUTEC-LCE,PREGRADO,0.00,0.00,0.00,62.00,3,3,ESPAÑOL                       ,RET,FCAS,Psicología
41911058  ,FEMENINO,CEUTEC-LCE,PREGRADO,0.00,0.00,0.00,62.00,3,3,HISTORIA DE HONDURAS          ,RET,FCAS,Psicología
41911058  ,FEMENINO,CEUTEC-LCE,PREGRADO,0.00,0.00,0.00,62.00,3,3,INTRODUCCIÓN A LA PSICOLOGÍA  ,RET,FCAS,Psicología
